Motivation_Level,Exam_Score,Sleep_Level,Study_Level,Attendance_Level
High,82,Medium,Low,Medium
Low,68,High,Medium,Medium
High,67,High,Low,High
High,68,Medium,Low,Medium
Medium,69,Medium,Medium,High
Medium,63,Medium,Low,Medium
High,66,Medium,Medium,Medium
High,68,Medium,Low,High
Medium,71,High,Medium,Medium
High,69,Medium,Low,High
Medium,70,Medium,Medium,High
High,70,High,Medium,High
Low,73,Medium,Medium,High
Medium,68,Medium,Medium,High
Medium,65,Medium,Low,Medium
Medium,72,Low,Low,High
Medium,67,High,Medium,Medium
High,68,High,Low,High
Low,69,High,Low,High
Low,70,High,Medium,High
Medium,69,High,Low,High
Medium,68,Medium,Low,High
Medium,65,High,Low,High
Medium,70,Medium,Low,High
High,65,Medium,Low,Medium
Medium,61,Medium,Low,Medium
Medium,69,Medium,Medium,Medium
Medium,67,Medium,Medium,High
Medium,65,High,Low,Medium
High,63,High,Low,Low
Medium,67,Medium,Medium,Medium
Medium,76,Medium,Medium,High
Medium,70,High,Low,High
Low,67,High,Low,Medium
Low,66,High,Low,Medium
Low,65,Medium,Low,Medium
High,65,High,Medium,Medium
Medium,63,High,Medium,Medium
Medium,74,Medium,Medium,High
High,72,Medium,Low,High
Low,68,High,Medium,Medium
High,62,High,Low,Medium
Medium,65,Medium,Medium,Medium
Medium,69,High,Low,Medium
Medium,61,High,Low,Medium
High,67,Medium,Medium,Medium
Medium,66,Medium,Medium,Medium
Medium,70,High,Medium,High
Low,72,Medium,Low,High
Medium,69,High,Low,High
Medium,68,Medium,Medium,Medium
Medium,74,Medium,Medium,High
High,70,High,Medium,High
High,67,High,Low,Medium
Medium,68,Medium,Medium,Medium
Medium,69,Medium,Medium,High
Medium,66,Low,Low,Medium
High,66,Medium,Low,Medium
Medium,68,Medium,Low,High
Medium,60,High,Low,High
High,69,Medium,Low,Medium
Medium,66,Medium,Low,High
Medium,77,Medium,Medium,High
Low,63,High,Low,Medium
Medium,66,Medium,Low,High
Medium,64,Low,Low,Medium
Medium,63,High,Low,Medium
Medium,68,Medium,Medium,High
Medium,65,Medium,Medium,Medium
Low,65,High,Medium,Medium
Low,64,Low,Low,Medium
Medium,68,Medium,Low,High
Medium,62,Low,Low,High
Medium,67,Medium,Medium,Medium
High,73,High,Medium,High
Medium,69,Medium,Medium,Medium
Low,65,Medium,Low,High
Medium,66,High,Medium,Medium
Medium,73,High,Medium,High
Medium,72,High,Low,High
Low,72,Medium,Low,High
Medium,61,Medium,Low,Low
Low,69,High,Low,High
Medium,66,Medium,Low,Medium
Medium,74,Medium,Medium,High
Medium,64,Low,Low,Medium
Medium,66,High,Low,Medium
Medium,64,High,Low,Medium
Low,66,Medium,Low,Medium
Medium,72,High,Medium,High
High,71,Medium,Low,High
Medium,70,Medium,Medium,High
Low,67,High,Low,High
Low,71,Medium,Medium,High
Medium,63,High,Low,Medium
Low,64,Medium,Medium,Medium
Medium,64,High,Medium,Low
Medium,65,Medium,Medium,Medium
High,65,High,Low,Medium
Medium,62,Medium,Low,Medium
Medium,65,Medium,Low,Medium
Low,64,Medium,Low,Medium
Low,74,Medium,Medium,High
Low,67,Medium,Medium,Medium
Low,66,High,Low,High
Medium,70,High,Low,High
Medium,68,High,Medium,High
Medium,64,Medium,Low,Medium
Low,58,High,Low,Medium
Low,65,Medium,Medium,Medium
Medium,68,Medium,Low,Medium
Medium,64,High,Medium,Medium
Low,66,Medium,Low,High
High,92,Low,Low,High
Medium,69,High,Medium,High
Low,68,Medium,Medium,Medium
Low,63,High,Low,Medium
Medium,64,Medium,Low,High
Medium,68,High,Medium,Medium
High,67,High,Low,High
Medium,68,Medium,Medium,High
Medium,66,Medium,Low,Medium
Medium,66,Low,Low,Medium
Medium,68,High,Low,Medium
Low,64,High,Low,Medium
Medium,63,Medium,Low,Medium
Medium,62,Medium,Low,Medium
High,66,Medium,Medium,Medium
Medium,65,High,Low,Medium
Medium,66,High,Low,High
Medium,66,Medium,Medium,Medium
High,69,High,Low,High
Medium,67,Medium,Low,High
Medium,75,High,Medium,High
High,73,Medium,Medium,High
High,66,High,Low,Medium
Low,61,High,Low,Medium
Medium,68,High,Low,High
High,67,Medium,Low,High
Medium,66,Medium,Low,High
Medium,69,High,Low,High
Low,69,High,Medium,Medium
Medium,67,Medium,Medium,Medium
Medium,65,High,Low,Medium
Low,63,Medium,Medium,Low
Low,63,Low,Low,Medium
Low,66,Low,Medium,High
Low,66,Medium,Low,High
Low,69,High,Medium,Medium
High,72,High,Low,High
Low,70,High,Medium,High
Medium,68,High,Low,High
Low,66,Medium,Medium,Medium
Medium,67,High,Low,High
Medium,68,Low,Low,High
Medium,62,High,Low,Medium
High,64,Medium,Low,Medium
Low,71,Medium,Low,High
Medium,65,High,Low,Medium
High,69,High,Low,Medium
Medium,65,Medium,Low,Medium
High,71,High,Medium,High
Low,69,High,Medium,High
High,65,Medium,Low,Medium
Medium,66,Medium,Medium,Medium
Low,68,High,Low,High
Medium,72,Medium,Medium,High
Medium,74,Medium,Medium,High
Low,64,Medium,Low,Medium
Medium,64,Medium,Low,Medium
Low,63,High,Low,Medium
High,66,High,Low,High
Medium,67,Medium,Medium,Medium
Low,64,Medium,Low,Medium
Low,62,High,Low,Medium
High,66,Medium,Low,Medium
Low,71,Low,Medium,High
Low,63,High,Low,Medium
Medium,72,High,Medium,High
Low,71,High,Medium,High
Low,61,High,Low,Medium
Medium,71,High,Low,High
Low,69,Medium,Low,High
Low,74,Medium,Medium,High
Medium,61,Medium,Low,Medium
High,68,Medium,Medium,Medium
High,67,Medium,Medium,Medium
Medium,70,Medium,Low,High
Medium,69,Medium,Medium,High
High,72,Medium,Medium,High
Medium,66,Medium,Medium,Medium
Medium,67,High,Medium,Medium
High,70,Medium,Low,High
Medium,68,High,Low,Medium
High,68,Medium,Low,High
High,65,Low,Low,Medium
Medium,63,Medium,Low,Medium
High,62,Medium,Low,Medium
Medium,66,Medium,Low,Medium
Medium,62,Medium,Low,Medium
Low,61,Medium,Low,Medium
High,63,Medium,Low,Medium
Low,65,Medium,Low,Medium
High,64,Medium,Low,Medium
Low,74,Low,Medium,High
Medium,70,Low,Medium,Medium
Low,63,High,Low,High
Medium,68,Medium,Low,High
Medium,69,High,Low,High
High,70,Medium,Low,High
Medium,62,Medium,Low,Medium
Medium,71,Medium,Medium,High
Low,69,High,Low,High
Low,69,Medium,Medium,High
High,68,Medium,Medium,Medium
Low,65,Medium,Medium,Medium
High,65,Low,Low,Medium
Low,65,High,Medium,High
Medium,72,High,Medium,High
High,63,Low,Low,Medium
High,68,Medium,Low,High
Low,72,Medium,Medium,High
Medium,66,High,Low,Medium
High,71,High,Medium,High
Low,67,Medium,Low,High
Low,61,High,Low,Medium
Medium,70,Medium,Low,High
Low,64,Medium,Low,Medium
Medium,64,High,Low,High
Medium,68,Medium,Low,High
High,70,Medium,Low,High
High,65,High,Low,Medium
Medium,67,Medium,Medium,Medium
Medium,65,Medium,Medium,Medium
Medium,65,Medium,Low,High
Low,65,High,Low,Medium
High,66,High,Low,High
Low,62,Medium,Low,Low
Low,63,Medium,Medium,Medium
Medium,63,Medium,Medium,Medium
Medium,70,High,Low,High
Medium,67,Medium,Low,High
Low,66,Low,Medium,Medium
Medium,63,Medium,Low,Medium
High,66,High,Low,High
Medium,67,High,Medium,Medium
Low,68,High,Medium,High
Low,67,High,Low,High
Medium,66,Medium,Low,High
Medium,71,Medium,Low,High
Medium,69,Medium,Medium,High
High,72,High,Low,High
Low,70,High,Medium,High
Medium,68,High,Medium,High
Medium,68,High,Medium,Medium
High,67,High,Medium,Medium
Low,62,High,Medium,Medium
Low,67,Medium,Medium,High
Medium,69,High,Medium,Medium
Medium,64,High,Low,Medium
Medium,66,High,Low,Medium
High,69,Medium,Low,Medium
High,70,Medium,Low,High
Low,69,High,Low,High
Medium,72,High,Medium,High
Low,61,Medium,Low,Medium
High,68,Medium,Medium,High
Low,68,Medium,Medium,Medium
High,66,Medium,Low,High
Medium,65,Medium,Medium,Medium
Medium,66,Medium,Low,Medium
Medium,67,Medium,Medium,Medium
Medium,68,High,Medium,Medium
Low,67,High,Low,High
Medium,63,High,Medium,Medium
Medium,64,Medium,Low,Medium
High,66,High,Low,Medium
Medium,69,High,Low,High
Medium,70,Medium,Medium,Medium
High,72,High,Medium,High
High,71,High,Low,High
Low,63,Medium,Low,Medium
Medium,68,Medium,Low,Medium
Low,67,Medium,Medium,Medium
Medium,69,Medium,Low,High
High,65,High,Medium,Medium
High,69,Medium,Medium,Medium
High,71,Medium,Medium,High
Medium,67,Medium,Medium,High
Low,64,Medium,Low,Medium
Low,68,Medium,Low,High
Medium,67,High,Medium,Medium
Low,62,Medium,Low,Medium
Low,68,Medium,Medium,Medium
Medium,72,Low,Low,High
Low,61,Medium,Low,Medium
Medium,67,Medium,Low,High
High,70,Medium,Medium,High
Low,59,Low,Low,Medium
High,70,Medium,Low,High
High,60,Medium,Low,Medium
Medium,74,Medium,Medium,High
High,68,Medium,Low,High
Low,67,Medium,Medium,Medium
High,67,Medium,Medium,Medium
High,66,Medium,Low,Medium
High,63,Medium,Low,Medium
Low,62,Medium,Low,Medium
High,64,Medium,Low,Medium
High,68,Medium,Low,High
High,65,High,Medium,Medium
Low,71,High,Low,High
Low,68,Medium,Medium,High
Medium,62,High,Low,Medium
Medium,68,Medium,Low,High
Low,68,Medium,Medium,Medium
High,67,Medium,Medium,Medium
Medium,67,Medium,Low,High
Medium,70,Medium,Medium,Medium
Medium,69,Low,Medium,High
Medium,70,Medium,Low,High
Low,69,High,Low,High
Low,70,Medium,Low,High
Medium,72,High,Medium,High
Medium,59,Medium,Low,Medium
Medium,64,Medium,Medium,Medium
Medium,72,High,Low,High
Medium,70,High,Medium,Medium
Medium,63,Medium,Low,Medium
Medium,66,Medium,Low,Medium
Medium,72,High,Medium,High
Medium,71,Medium,Medium,Medium
Medium,71,High,Medium,High
Low,62,Medium,Low,Medium
Medium,62,High,Low,Medium
Medium,64,Medium,Low,Medium
Medium,65,High,Low,Medium
Low,68,Medium,Low,High
Low,67,Medium,Medium,Medium
Low,61,High,Low,Medium
High,68,High,Medium,High
Medium,68,High,Medium,Medium
Medium,62,Medium,Low,Medium
High,62,High,Low,Low
Low,74,Medium,Medium,High
Medium,68,High,Medium,High
Medium,66,High,Low,Medium
High,67,Low,Low,Medium
High,65,Medium,Low,Medium
Medium,66,Medium,Low,Medium
Medium,67,Medium,Low,High
High,76,Medium,Medium,High
High,66,Medium,Low,Medium
High,68,High,Medium,High
Low,63,High,Low,Medium
Medium,65,Low,Low,Medium
Medium,63,High,Low,Medium
Low,59,Low,Low,Medium
Medium,74,High,Medium,High
Low,62,Medium,Low,Medium
Medium,59,High,Low,Medium
High,71,Medium,Low,High
Medium,73,High,Medium,High
Medium,68,Low,Low,High
Medium,68,High,Low,High
Medium,66,High,Medium,Medium
Medium,69,High,Medium,High
Medium,70,High,Medium,High
High,74,Medium,Medium,High
Low,75,Medium,Medium,High
Medium,71,Medium,Medium,Medium
Low,71,Medium,Low,High
Medium,65,High,Medium,Medium
High,65,Medium,Medium,Medium
Low,65,Low,Medium,Medium
Medium,67,Medium,Low,High
High,67,High,Low,Medium
Medium,67,Medium,Low,High
Medium,71,High,Medium,Medium
Low,72,Low,Medium,High
Low,62,Low,Low,Medium
Medium,70,Medium,Low,High
High,72,High,Medium,High
Medium,64,Low,Low,Medium
High,66,High,Medium,Medium
Medium,69,High,Medium,High
High,71,Medium,Medium,High
High,68,High,Low,High
Low,63,Medium,Low,Medium
Medium,71,Medium,Low,High
Low,65,High,Medium,Medium
Medium,66,High,Low,High
Medium,68,Medium,Low,High
Medium,61,Medium,Low,Medium
Medium,71,Medium,Low,High
Medium,70,Medium,Medium,High
Low,66,Medium,Low,High
Low,61,High,Low,Medium
Low,67,High,Medium,Medium
Medium,72,High,Low,High
Medium,65,High,Low,Medium
Low,68,Medium,Medium,Medium
High,70,Medium,Low,High
Medium,63,High,Medium,Medium
Medium,69,Medium,Low,High
Medium,62,High,Low,Medium
High,71,Low,Medium,Medium
Low,64,High,Low,High
Medium,69,High,Low,High
High,71,Medium,Low,High
Low,63,Medium,Low,High
Low,72,Medium,Medium,High
Medium,66,Medium,Medium,Medium
Medium,69,High,Medium,Medium
Low,60,High,Low,Medium
Low,68,Medium,Low,High
Medium,65,Medium,Low,Medium
High,67,Medium,Low,Medium
Medium,66,Medium,Medium,Medium
High,68,Medium,Medium,Medium
Medium,63,High,Low,Medium
Medium,73,High,Medium,High
Medium,66,Medium,Low,Medium
Low,67,Medium,Low,High
Low,66,Medium,Low,High
Low,60,High,Low,Low
Low,67,High,Low,High
Medium,67,Medium,Medium,Medium
High,70,Medium,Low,High
Low,69,High,Low,High
Medium,68,High,Medium,High
High,67,High,Low,High
Low,63,High,Low,Medium
High,70,Medium,Low,Medium
High,71,Medium,Medium,High
Low,67,High,Medium,Medium
High,64,High,Low,Medium
High,66,High,Low,Medium
Low,70,Medium,Medium,High
High,65,High,Low,Medium
Medium,68,Medium,Low,High
High,65,Medium,Low,Medium
Medium,65,High,Low,Medium
Medium,69,Medium,Low,High
Medium,63,High,Low,Medium
Medium,70,High,Medium,High
Medium,64,Medium,Low,Medium
High,62,Medium,Low,Medium
Medium,66,Medium,Low,Medium
High,73,High,Medium,High
Medium,72,Medium,Medium,High
High,68,Medium,Low,High
Medium,62,Medium,Low,Medium
Medium,67,High,Medium,High
Medium,62,Medium,Low,Medium
Medium,72,Medium,Low,High
High,67,Medium,Low,High
Low,68,Medium,Low,High
Medium,65,Medium,Medium,Medium
Low,79,Medium,Low,High
High,66,High,Low,Medium
Low,68,High,Low,High
Medium,65,High,Low,Medium
Medium,67,High,Low,Medium
Low,67,Medium,Medium,Medium
Medium,67,High,Medium,Medium
High,68,Low,Medium,Medium
Low,72,High,Medium,High
High,65,High,Low,High
Low,65,Medium,Low,High
Low,70,Medium,Medium,High
Medium,67,Medium,Medium,Medium
Medium,68,Medium,Low,High
Medium,63,High,Low,Medium
Low,68,High,Low,High
Medium,69,High,Medium,Medium
Low,66,High,Medium,Medium
High,64,High,Low,Medium
Medium,69,High,Medium,Medium
Medium,62,Medium,Low,Medium
High,65,Medium,Low,Medium
Medium,70,Medium,Low,High
Medium,72,High,Medium,High
High,66,Medium,Medium,Medium
Low,70,Medium,Medium,Medium
Medium,67,High,Low,High
Low,65,Medium,Medium,Medium
Low,68,High,Low,High
Low,62,High,Low,Medium
High,68,Medium,Low,High
Medium,69,Medium,Low,High
Low,72,Medium,Medium,High
Medium,65,Medium,Low,High
Medium,63,Medium,Low,Medium
Medium,68,Medium,Medium,Medium
Medium,62,Low,Low,High
Medium,69,Medium,Low,High
Medium,65,High,Low,Medium
High,74,Low,Medium,High
Medium,70,Medium,Medium,Medium
High,65,Medium,Low,Medium
Low,70,Medium,Low,High
Low,59,High,Low,Medium
Low,63,Medium,Low,High
Low,64,Low,Medium,Medium
High,63,Medium,Low,Medium
Medium,67,Medium,Low,High
Medium,65,Low,Low,High
Medium,67,Medium,Medium,Medium
Medium,73,Medium,Medium,Medium
Low,64,Medium,Low,Medium
Medium,65,Medium,Low,Medium
Medium,72,Medium,Low,High
High,72,High,Low,High
Medium,66,Medium,Low,Medium
High,62,Medium,Low,Medium
Medium,68,High,Low,High
Low,67,Medium,Medium,High
Medium,69,Medium,Medium,High
Medium,67,Medium,Low,High
Medium,63,Medium,Low,Medium
Low,65,Medium,Low,Medium
Low,71,Medium,Low,High
Low,70,High,Medium,High
Medium,68,Medium,Low,Medium
High,65,High,Low,Medium
Medium,68,Medium,Medium,Medium
Medium,69,Medium,Low,High
Medium,62,High,Low,Medium
Medium,62,Medium,Low,Medium
Low,72,High,Medium,High
High,64,Medium,Low,Medium
Low,58,Medium,Low,Low
Low,66,High,Medium,Medium
Low,64,Medium,Low,Medium
Low,68,High,Low,Medium
Medium,69,Medium,Low,High
Medium,71,Medium,Medium,High
Medium,71,High,Medium,Medium
Medium,67,High,Medium,Medium
Medium,71,Medium,Medium,High
Low,64,Medium,Low,Medium
High,62,Medium,Low,Medium
Medium,70,High,Low,High
Low,63,Medium,Low,Medium
High,66,High,Low,Medium
Low,65,High,Low,Medium
Medium,69,Medium,Medium,Medium
Medium,63,Medium,Medium,Medium
Low,64,Medium,Medium,Medium
High,66,High,Medium,Medium
Medium,67,Medium,Low,High
Medium,66,High,Low,Medium
Low,65,Medium,Low,Medium
Medium,72,Medium,Medium,High
High,70,High,Low,High
Medium,67,High,Low,Medium
Low,64,High,Low,Medium
Medium,72,Medium,Medium,Medium
Medium,65,High,Low,High
Medium,62,High,Low,Medium
High,67,Medium,Medium,Medium
High,64,Medium,Medium,Medium
Low,63,Medium,Medium,Medium
Medium,72,Medium,Medium,Medium
High,66,Medium,Medium,Medium
Medium,70,Medium,Low,High
Low,66,High,Low,High
Low,70,Medium,Medium,Medium
Low,67,Medium,Medium,Medium
High,64,Medium,Low,Medium
Medium,67,Medium,Medium,Medium
Medium,72,Medium,Low,High
Low,72,Medium,Medium,High
Low,68,High,Low,Medium
Medium,64,Medium,Low,Medium
Medium,66,Low,Medium,Medium
Medium,68,High,Medium,High
Low,66,High,Medium,High
High,70,Medium,Low,High
High,70,Medium,Low,High
Medium,62,High,Low,Medium
Medium,69,High,Medium,High
Low,69,High,Medium,High
Medium,66,Medium,Low,High
Medium,68,Medium,Low,Medium
Medium,71,Medium,Low,High
Medium,64,High,Low,High
Medium,67,Medium,Low,High
Medium,68,Medium,Low,High
Low,67,High,Low,High
High,68,Medium,Low,High
Medium,69,High,Low,High
Medium,71,Medium,Medium,High
Low,68,Low,Medium,Medium
High,65,Medium,Low,Medium
Medium,63,Medium,Medium,Low
Medium,65,High,Medium,High
Low,72,High,Medium,High
Low,67,Medium,Low,High
Medium,69,Medium,Medium,Medium
Medium,67,Medium,Low,Medium
Low,64,Medium,Low,Medium
Low,62,Medium,Medium,Medium
Medium,71,Medium,Medium,High
Medium,70,High,Medium,Medium
Low,64,High,Low,High
Medium,69,Medium,Medium,High
Medium,65,Medium,Low,Medium
Medium,73,Medium,Medium,High
Low,64,Medium,Low,Medium
Low,64,High,Low,Medium
Medium,70,Medium,Low,High
Low,70,Medium,Low,High
Medium,64,High,Low,Medium
Medium,64,Medium,Medium,Medium
High,66,Medium,Medium,Medium
Medium,66,Medium,Medium,Medium
Low,74,Medium,Medium,High
Medium,69,High,Medium,High
High,67,Medium,Low,Medium
High,73,Low,Medium,High
High,66,Medium,Low,Medium
High,67,Medium,Medium,Medium
Low,75,Medium,Medium,High
Low,73,High,Medium,High
Medium,67,Medium,Low,High
Medium,65,Medium,Low,Medium
Low,71,Medium,Medium,High
Low,63,Medium,Low,Medium
High,68,Medium,Low,High
High,72,Medium,Medium,High
Low,67,Medium,Medium,Medium
Low,71,Medium,Medium,High
High,67,High,Low,Medium
Medium,66,Medium,Low,Medium
Medium,72,Medium,Medium,High
Medium,64,High,Medium,Medium
Medium,68,High,Low,High
Medium,65,Medium,Medium,Medium
High,74,High,Low,High
Medium,65,High,Low,Medium
Medium,63,Medium,Low,Medium
Medium,65,Medium,Low,Medium
Medium,70,Medium,Low,High
Medium,71,Medium,Medium,High
Medium,66,High,Low,High
Low,69,Medium,Low,Medium
High,67,Low,Low,Medium
Low,64,Medium,Low,Medium
High,67,High,Low,High
Medium,67,High,Low,Medium
Medium,70,Medium,Low,High
Medium,71,High,Medium,High
High,68,Medium,Low,Medium
Low,65,Medium,Low,Medium
Medium,70,Low,Medium,High
Low,64,High,Low,Medium
High,67,Medium,Low,Medium
Medium,63,High,Low,Medium
High,65,Medium,Low,High
High,70,High,Low,High
Medium,67,High,Medium,Medium
Low,60,Low,Low,Medium
Low,64,High,Low,Medium
Low,65,Medium,Low,High
Low,64,High,Medium,Medium
Medium,67,Medium,Medium,Medium
High,71,High,Low,High
Low,69,High,Low,High
Low,70,Medium,Low,High
Medium,69,Medium,Low,High
High,69,Medium,Low,Medium
Low,64,High,Medium,Medium
Medium,63,Medium,Low,Medium
Medium,67,High,Medium,Medium
Low,66,Medium,Low,High
Medium,69,High,Low,High
Medium,69,Medium,Low,High
High,69,Medium,Medium,Medium
High,72,High,Low,High
High,65,High,Low,High
Medium,63,Medium,Low,Medium
Low,69,Medium,Low,High
Low,69,High,Medium,Medium
Medium,64,Medium,Medium,Medium
High,69,High,Low,High
Medium,72,Medium,Medium,High
High,62,Medium,Low,Medium
Low,66,Medium,Medium,Medium
Low,65,Medium,Low,High
Medium,69,High,Low,High
High,65,High,Low,High
Medium,67,Medium,Low,Medium
Low,63,Medium,Low,Medium
Low,66,High,Low,Medium
Low,61,High,Low,Medium
Medium,64,Low,Low,Medium
Low,64,High,Low,Medium
Medium,65,Medium,Low,High
Medium,68,Medium,Medium,Medium
Medium,69,Medium,Low,High
Medium,61,Medium,Low,Medium
Medium,72,Medium,Medium,Medium
Medium,61,High,Low,Medium
Medium,66,Medium,Low,Medium
Medium,60,High,Low,Medium
Low,69,High,Low,High
Medium,72,High,Medium,High
Low,69,Medium,Medium,Medium
Low,71,Medium,Medium,Medium
Medium,64,Medium,Low,High
High,71,High,Medium,High
High,64,High,Low,Medium
High,67,Low,Low,High
Medium,67,Medium,Low,High
High,66,Low,Low,High
Medium,73,Medium,Medium,High
Medium,73,Medium,Medium,High
Medium,70,Medium,Low,High
Medium,70,High,Medium,Medium
Low,62,Medium,Low,High
Medium,68,Medium,Low,High
Medium,65,Medium,Low,High
Medium,73,Medium,Low,High
High,65,High,Low,Medium
High,66,Medium,Low,Medium
Medium,64,High,Low,Medium
High,63,Medium,Low,Medium
Medium,62,Medium,Medium,Medium
Low,70,Medium,Low,High
Medium,65,High,Medium,Medium
Medium,64,High,Low,High
Low,70,Medium,Medium,High
Medium,62,Medium,Low,Medium
Medium,67,High,Low,Medium
Low,66,High,Medium,High
High,74,Medium,Low,High
Medium,69,High,Low,High
Low,70,High,Low,High
Medium,68,High,Low,High
Medium,70,Medium,Medium,High
Medium,71,High,Low,High
High,73,High,Medium,High
Low,69,High,Low,High
Medium,61,Medium,Low,Low
Medium,68,Medium,Low,High
Medium,66,High,Medium,Medium
Low,67,Medium,Low,High
Medium,64,Medium,Medium,Medium
High,67,High,Low,Medium
Medium,61,Medium,Low,Medium
High,65,High,Low,Medium
Medium,62,Medium,Low,Medium
Medium,69,Medium,Low,High
Medium,61,Medium,Low,Low
Medium,69,High,Medium,Medium
High,64,High,Low,Medium
High,65,High,Low,High
Low,64,Medium,Medium,Medium
Medium,68,Medium,Medium,Medium
High,67,Medium,Low,Medium
Low,68,High,Low,High
Medium,61,Medium,Low,Medium
High,69,Low,Low,Medium
High,64,Low,Low,Medium
Medium,74,Medium,Low,High
Low,66,High,Low,Medium
Medium,68,Medium,Medium,High
High,65,High,Low,Medium
Medium,66,Medium,Low,Medium
Medium,66,Medium,Medium,Medium
High,65,Medium,Medium,Medium
Medium,67,High,Low,Medium
Medium,65,Medium,Low,Medium
Medium,63,Medium,Low,Medium
Medium,67,High,Low,High
Low,70,Medium,Low,High
Low,68,Medium,Medium,Medium
High,66,High,Low,High
Low,67,Medium,Low,High
Low,72,High,Medium,High
Medium,68,High,Medium,Medium
Medium,66,High,Low,High
Medium,62,Medium,Low,Medium
Medium,65,Medium,Low,Medium
Low,67,High,Medium,Medium
Low,62,Medium,Low,Medium
Low,66,Medium,Medium,Medium
High,67,High,Medium,Medium
Medium,68,Medium,Low,High
Medium,66,Medium,Low,Medium
Medium,68,High,Low,High
Medium,62,Medium,Low,Medium
Medium,64,High,Low,Medium
Medium,68,High,Medium,High
Low,71,Medium,Medium,High
Medium,63,Medium,Low,Medium
High,62,High,Low,Medium
Low,69,Medium,Low,High
Medium,62,Low,Medium,Medium
Medium,71,High,Low,High
Medium,69,Medium,Low,High
Low,66,Medium,Low,Medium
Low,64,Medium,Medium,Medium
Low,65,Medium,Medium,Medium
High,68,Medium,Low,Medium
High,69,Medium,Low,High
Low,68,Medium,Low,High
Low,71,High,Medium,High
Medium,66,Medium,Low,High
Medium,65,High,Low,Medium
Medium,68,Medium,Low,High
Medium,72,High,Medium,Medium
Medium,75,Low,Medium,High
Low,67,Medium,Medium,Medium
Low,67,Medium,Low,High
High,70,Medium,Low,High
Medium,64,High,Low,Medium
High,65,High,Medium,Medium
Medium,68,Medium,Low,High
Medium,67,Medium,Medium,Medium
Medium,66,High,Low,High
Low,69,Medium,Low,High
Low,64,Low,Low,Medium
High,68,High,Medium,Medium
Low,68,High,Low,High
Low,65,High,Medium,Medium
Medium,65,High,Medium,Medium
Medium,65,Medium,Low,High
Low,67,High,Low,High
Medium,63,Medium,Low,Medium
Medium,62,High,Low,Medium
High,73,High,Medium,High
High,72,Medium,Medium,High
High,71,High,Medium,High
High,67,High,Low,Medium
Medium,66,Medium,Low,High
High,68,High,Low,High
Low,70,High,Medium,High
Medium,66,Medium,Low,High
Medium,56,Medium,Low,Medium
High,71,High,Low,High
Medium,64,High,Low,Medium
Low,65,High,Low,Medium
High,70,Medium,Medium,High
Medium,70,High,Medium,High
Medium,71,Medium,Medium,High
Medium,70,Medium,Medium,High
Medium,62,High,Low,Medium
Low,72,Medium,Medium,High
Low,62,High,Medium,Medium
High,67,Medium,Low,High
Low,58,High,Low,Medium
Medium,69,Medium,Low,High
Medium,60,High,Low,Medium
High,72,Medium,Medium,High
Medium,66,Medium,Low,High
Medium,66,Medium,Low,Medium
Low,69,Medium,Low,High
Low,70,Medium,Medium,High
Medium,70,High,Low,High
Low,70,Medium,Low,High
Medium,67,High,Low,Medium
Medium,67,Medium,Medium,Medium
High,59,Medium,Low,Medium
Low,67,Low,Medium,Medium
Medium,65,Medium,Low,Medium
Medium,68,Medium,Low,High
Low,71,Medium,Medium,Medium
Medium,61,Medium,Low,Medium
Medium,63,Medium,Low,Medium
Low,67,Medium,Low,High
Medium,69,Medium,Medium,High
Low,70,High,Medium,Medium
High,69,Low,Medium,High
Medium,66,Medium,Medium,Medium
Low,70,Medium,Low,High
Low,67,Medium,Low,High
Medium,61,Medium,Low,Medium
Medium,74,High,Medium,High
Low,70,High,Medium,High
Low,66,Low,Low,Medium
High,73,Medium,Medium,High
Medium,62,Medium,Low,Medium
Low,65,Medium,Medium,Medium
Low,62,High,Low,Medium
Medium,64,High,Medium,Medium
Medium,63,Medium,Low,Medium
Medium,69,Medium,Low,High
Low,63,Medium,Low,Medium
Medium,67,High,Medium,Medium
Medium,65,High,Low,High
Medium,71,High,Medium,High
Medium,71,Low,Low,High
High,69,Medium,Low,High
Medium,71,Medium,Low,High
Medium,68,High,Medium,High
Medium,70,Medium,Low,High
Medium,71,High,Medium,High
Medium,68,Medium,Medium,Medium
Medium,69,High,Medium,Medium
Medium,71,High,Medium,High
Low,63,Medium,Low,Medium
Medium,66,Medium,Low,Medium
Medium,67,High,Low,High
Medium,71,Medium,Low,High
Medium,59,High,Low,Medium
Medium,67,Medium,Low,High
Medium,66,High,Low,High
High,72,Medium,Low,High
Low,70,High,Low,High
Low,68,High,Low,High
Low,63,Medium,Low,High
Medium,69,High,Medium,Medium
Low,67,Low,Medium,High
Low,75,Medium,Medium,High
Medium,67,Medium,Medium,High
Medium,74,Medium,Medium,High
Medium,66,High,Low,Medium
Medium,65,Medium,Low,High
High,60,Medium,Low,Medium
High,63,High,Medium,Low
Low,69,Medium,Medium,Medium
Medium,64,High,Low,Medium
Medium,68,High,Low,High
Low,63,Medium,Low,Medium
Low,65,High,Medium,Medium
Medium,74,Low,Medium,High
Medium,65,High,Low,Medium
Medium,61,Medium,Medium,Low
Medium,66,Medium,Low,Medium
High,67,Medium,Low,Medium
Medium,66,High,Medium,Medium
High,69,Medium,Low,Medium
Low,65,Medium,Low,High
Medium,65,Medium,Low,Medium
Medium,66,Medium,Medium,Medium
